human	lizard	chicken
ENSG00000163655	ENSACAG00000000556	ENSGALG00000010284
ENSG00000166342	ENSACAG00000003789	ENSGALG00000041184
ENSG00000138311	ENSACAG00000010813	ENSGALG00000002967
ENSG00000162878	ENSACAG00000008810	ENSGALG00000042511
ENSG00000197943	ENSACAG00000009200	ENSGALG00000033507
ENSG00000225614	ENSACAG00000022953	ENSGALG00000026534
ENSG00000154429	ENSACAG00000000822	ENSGALG00000011084
ENSG00000151338	ENSACAG00000001324	ENSGALG00000010118
ENSG00000102081	ENSACAG00000007899	ENSGALG00000009177
ENSG00000140575	ENSACAG00000003240	ENSGALG00000030162
ENSG00000174514	ENSACAG00000014261	ENSGALG00000000695
ENSG00000196159	ENSACAG00000011630	ENSGALG00000011823
ENSG00000117697	ENSACAG00000006336	ENSGALG00000009814
ENSG00000154153	ENSACAG00000000324	ENSGALG00000042679
ENSG00000173960	ENSACAG00000011587	ENSGALG00000016497
ENSG00000166913	ENSACAG00000011796	ENSGALG00000004143
ENSG00000173545	ENSACAG00000000306	ENSGALG00000037171
ENSG00000149571	ENSACAG00000000091	ENSGALG00000029197
ENSG00000125821	ENSACAG00000007143	ENSGALG00000008808
ENSG00000152683	ENSACAG00000000973	ENSGALG00000010618
ENSG00000105701	ENSACAG00000004837	ENSGALG00000003357
ENSG00000119771	ENSACAG00000011365	ENSGALG00000016495
ENSG00000076351	ENSACAG00000012091	ENSGALG00000003604
ENSG00000165983	ENSACAG00000016661	ENSGALG00000008728
ENSG00000214226	ENSACAG00000009123	ENSGALG00000024428
ENSG00000109321	ENSACAG00000029391	ENSGALG00000010866
ENSG00000154122	ENSACAG00000005537	ENSGALG00000012964
ENSG00000153815	ENSACAG00000009149	ENSGALG00000038494
ENSG00000145087	ENSACAG00000011603	ENSGALG00000032361
ENSG00000005187	ENSACAG00000009637	ENSGALG00000002200
ENSG00000123358	ENSACAG00000016775	ENSGALG00000043727
ENSG00000176092	ENSACAG00000017767	ENSGALG00000031183
ENSG00000164023	ENSACAG00000008243	ENSGALG00000010535
ENSG00000162624	ENSACAG00000011289	ENSGALG00000011369
ENSG00000174332	ENSACAG00000008910	ENSGALG00000010721
ENSG00000145337	ENSACAG00000012968	ENSGALG00000039869
ENSG00000070182	ENSACAG00000009068	ENSGALG00000036805
ENSG00000136014	ENSACAG00000014125	ENSGALG00000011400
ENSG00000092529	ENSACAG00000015493	ENSGALG00000009050
ENSG00000147065	ENSACAG00000003659	ENSGALG00000039615
ENSG00000091436	ENSACAG00000006292	ENSGALG00000035237
ENSG00000070019	ENSACAG00000010233	ENSGALG00000011838
ENSG00000148356	ENSACAG00000014990	ENSGALG00000008819
ENSG00000121316	ENSACAG00000010378	ENSGALG00000029583
ENSG00000196132	ENSACAG00000006249	ENSGALG00000005932
ENSG00000116791	ENSACAG00000011385	ENSGALG00000011361
ENSG00000143006	ENSACAG00000008903	ENSGALG00000029023
ENSG00000071242	ENSACAG00000015344	ENSGALG00000011473
ENSG00000277893	ENSACAG00000029621	ENSGALG00000010625
ENSG00000116922	ENSACAG00000017213	ENSGALG00000045165
ENSG00000105983	ENSACAG00000011102	ENSGALG00000030379
ENSG00000163083	ENSACAG00000004094	ENSGALG00000028770
ENSG00000114904	ENSACAG00000007481	ENSGALG00000041428
ENSG00000162813	ENSACAG00000001459	ENSGALG00000009576
ENSG00000185043	ENSACAG00000008727	ENSGALG00000008302
ENSG00000030066	ENSACAG00000009437	ENSGALG00000043074
ENSG00000213471	ENSACAG00000007179	ENSGALG00000020921
ENSG00000150990	ENSACAG00000014642	ENSGALG00000002964
ENSG00000196549	ENSACAG00000003903	ENSGALG00000010331
ENSG00000153487	ENSACAG00000006183	ENSGALG00000016849
ENSG00000132676	ENSACAG00000003347	ENSGALG00000019796
ENSG00000164113	ENSACAG00000011970	ENSGALG00000044995
ENSG00000117000	ENSACAG00000016926	ENSGALG00000000862
ENSG00000136261	ENSACAG00000012646	ENSGALG00000010809
ENSG00000056050	ENSACAG00000015642	ENSGALG00000009668
ENSG00000010327	ENSACAG00000006988	ENSGALG00000043672
ENSG00000036054	ENSACAG00000011149	ENSGALG00000015273
ENSG00000164690	ENSACAG00000011060	ENSGALG00000006379
ENSG00000134905	ENSACAG00000006129	ENSGALG00000016847
ENSG00000011243	ENSACAG00000017315	ENSGALG00000039974
ENSG00000089775	ENSACAG00000015789	ENSGALG00000028942
ENSG00000121957	ENSACAG00000006029	ENSGALG00000002090
ENSG00000112697	ENSACAG00000005057	ENSGALG00000015904
ENSG00000179841	ENSACAG00000015796	ENSGALG00000011721
ENSG00000163510	ENSACAG00000009438	ENSGALG00000009001
ENSG00000113645	ENSACAG00000004873	ENSGALG00000001826
ENSG00000162873	ENSACAG00000014572	ENSGALG00000000684
ENSG00000105835	ENSACAG00000014697	ENSGALG00000008098
ENSG00000106524	ENSACAG00000012769	ENSGALG00000010804
ENSG00000167393	ENSACAG00000011315	ENSGALG00000016702
ENSG00000172775	ENSACAG00000006643	ENSGALG00000021473
ENSG00000186666	ENSACAG00000008417	ENSGALG00000043400
ENSG00000130787	ENSACAG00000015788	ENSGALG00000031511
ENSG00000155760	ENSACAG00000005157	ENSGALG00000034973
ENSG00000177954	ENSACAG00000011604	ENSGALG00000037441
ENSG00000136297	ENSACAG00000010276	ENSGALG00000004530
ENSG00000124160	ENSACAG00000007346	ENSGALG00000007009
ENSG00000197763	ENSACAG00000014005	ENSGALG00000039363
ENSG00000136143	ENSACAG00000014610	ENSGALG00000016993
ENSG00000197223	ENSACAG00000001337	ENSGALG00000008765
ENSG00000197958	ENSACAG00000014988	ENSGALG00000008806
ENSG00000166387	ENSACAG00000004043	ENSGALG00000005294
ENSG00000096384	ENSACAG00000014791	ENSGALG00000010175
ENSG00000144233	ENSACAG00000005233	ENSGALG00000026728
ENSG00000124151	ENSACAG00000016334	ENSGALG00000004570
ENSG00000029363	ENSACAG00000017011	ENSGALG00000013935
ENSG00000172765	ENSACAG00000014065	ENSGALG00000008487
ENSG00000165156	ENSACAG00000009608	ENSGALG00000034999
ENSG00000198513	ENSACAG00000010865	ENSGALG00000012339
ENSG00000061938	ENSACAG00000024762	ENSGALG00000027983
ENSG00000163531	ENSACAG00000013660	ENSGALG00000031776
ENSG00000176387	ENSACAG00000003658	ENSGALG00000028326
ENSG00000065833	ENSACAG00000004295	ENSGALG00000015849
ENSG00000100485	ENSACAG00000001355	ENSGALG00000012273
ENSG00000108379	ENSACAG00000016642	ENSGALG00000001079
ENSG00000155506	ENSACAG00000004071	ENSGALG00000040109
ENSG00000205436	ENSACAG00000028260	ENSGALG00000011443
ENSG00000118705	ENSACAG00000011593	ENSGALG00000003815
ENSG00000050130	ENSACAG00000029161	ENSGALG00000012009
ENSG00000130559	ENSACAG00000012430	ENSGALG00000001692
ENSG00000100565	ENSACAG00000017127	ENSGALG00000010378
ENSG00000149218	ENSACAG00000013977	ENSGALG00000017205
ENSG00000109846	ENSACAG00000006473	ENSGALG00000007945
ENSG00000144191	ENSACAG00000012148	ENSGALG00000039826
ENSG00000168398	ENSACAG00000013287	ENSGALG00000011080
ENSG00000100380	ENSACAG00000012607	ENSGALG00000012007
ENSG00000101342	ENSACAG00000007093	ENSGALG00000029033
ENSG00000161647	ENSACAG00000004676	ENSGALG00000042521
ENSG00000070526	ENSACAG00000008451	ENSGALG00000001862
ENSG00000004779	ENSACAG00000012020	ENSGALG00000006073
ENSG00000164405	ENSACAG00000003677	ENSGALG00000028302
ENSG00000080815	ENSACAG00000016176	ENSGALG00000009320
ENSG00000163683	ENSACAG00000028420	ENSGALG00000014321
ENSG00000091428	ENSACAG00000006250	ENSGALG00000043694
ENSG00000141744	ENSACAG00000003800	ENSGALG00000027281
ENSG00000089060	ENSACAG00000004900	ENSGALG00000008337
ENSG00000169436	ENSACAG00000012191	ENSGALG00000038022
ENSG00000080823	ENSACAG00000000169	ENSGALG00000011366
ENSG00000120727	ENSACAG00000016318	ENSGALG00000002488
ENSG00000100372	ENSACAG00000005318	ENSGALG00000012013
ENSG00000144452	ENSACAG00000015468	ENSGALG00000003553
ENSG00000014641	ENSACAG00000005865	ENSGALG00000008858
ENSG00000160999	ENSACAG00000015072	ENSGALG00000001828
ENSG00000182473	ENSACAG00000007951	ENSGALG00000002050
ENSG00000113328	ENSACAG00000014615	ENSGALG00000001718
ENSG00000109670	ENSACAG00000002680	ENSGALG00000010103
ENSG00000148408	ENSACAG00000011575	ENSGALG00000008456
ENSG00000006062	ENSACAG00000016433	ENSGALG00000000685
ENSG00000139835	ENSACAG00000000265	ENSGALG00000016828
ENSG00000162849	ENSACAG00000011771	ENSGALG00000010664
ENSG00000151655	ENSACAG00000004306	ENSGALG00000006833
ENSG00000185046	ENSACAG00000012813	ENSGALG00000011549
ENSG00000131773	ENSACAG00000012042	ENSGALG00000031519
ENSG00000198740	ENSACAG00000006063	ENSGALG00000001279
ENSG00000160285	ENSACAG00000004914	ENSGALG00000006198
ENSG00000115392	ENSACAG00000004033	ENSGALG00000030022
ENSG00000134452	ENSACAG00000002729	ENSGALG00000008162
ENSG00000123297	ENSACAG00000013044	ENSGALG00000040236
ENSG00000041802	ENSACAG00000004222	ENSGALG00000007058
ENSG00000181826	ENSACAG00000007020	ENSGALG00000014336
ENSG00000103423	ENSACAG00000004724	ENSGALG00000007821
ENSG00000165389	ENSACAG00000002587	ENSGALG00000025755
ENSG00000086475	ENSACAG00000000959	ENSGALG00000014575
ENSG00000154222	ENSACAG00000008185	ENSGALG00000010619
ENSG00000128298	ENSACAG00000008499	ENSGALG00000012285
ENSG00000165322	ENSACAG00000007253	ENSGALG00000007254
ENSG00000140961	ENSACAG00000010470	ENSGALG00000003323
ENSG00000162804	ENSACAG00000002050	ENSGALG00000043596
ENSG00000175309	ENSACAG00000016920	ENSGALG00000023920
ENSG00000011260	ENSACAG00000002427	ENSGALG00000002985
ENSG00000113734	ENSACAG00000015149	ENSGALG00000002882
ENSG00000164674	ENSACAG00000004780	ENSGALG00000013741
ENSG00000204991	ENSACAG00000015016	ENSGALG00000000521
ENSG00000102466	ENSACAG00000003267	ENSGALG00000016866
ENSG00000186075	ENSACAG00000003285	ENSGALG00000013484
ENSG00000008394	ENSACAG00000014518	ENSGALG00000013098
ENSG00000164603	ENSACAG00000007011	ENSGALG00000009440
ENSG00000140564	ENSACAG00000004561	ENSGALG00000008341
ENSG00000080986	ENSACAG00000008766	ENSGALG00000014801
ENSG00000117410	ENSACAG00000014356	ENSGALG00000010091
ENSG00000124207	ENSACAG00000015951	ENSGALG00000004707
ENSG00000146067	ENSACAG00000005737	ENSGALG00000040787
ENSG00000043039	ENSACAG00000016182	ENSGALG00000029382
ENSG00000112818	ENSACAG00000013256	ENSGALG00000033033
ENSG00000174705	ENSACAG00000015268	ENSGALG00000002831
ENSG00000145335	ENSACAG00000029405	ENSGALG00000010379
ENSG00000149090	ENSACAG00000004544	ENSGALG00000007886
ENSG00000164855	ENSACAG00000011489	ENSGALG00000004199
ENSG00000171757	ENSACAG00000015725	ENSGALG00000009402
ENSG00000176406	ENSACAG00000009511	ENSGALG00000040256
ENSG00000131183	ENSACAG00000006326	ENSGALG00000003075
ENSG00000118162	ENSACAG00000013757	ENSGALG00000038994
ENSG00000178301	ENSACAG00000022958	ENSGALG00000031734
ENSG00000147316	ENSACAG00000025078	ENSGALG00000016332
ENSG00000079689	ENSACAG00000001432	ENSGALG00000013598
ENSG00000205707	ENSACAG00000016967	ENSGALG00000014031
ENSG00000165548	ENSACAG00000017142	ENSGALG00000010406
ENSG00000046651	ENSACAG00000001745	ENSGALG00000016576
ENSG00000125843	ENSACAG00000028452	ENSGALG00000030095
ENSG00000136720	ENSACAG00000004977	ENSGALG00000002155
ENSG00000103089	ENSACAG00000006659	ENSGALG00000002775
ENSG00000150551	ENSACAG00000000458	ENSGALG00000012176
ENSG00000139998	ENSACAG00000009008	ENSGALG00000015183
ENSG00000100625	ENSACAG00000006593	ENSGALG00000017389
ENSG00000136574	ENSACAG00000001912	ENSGALG00000016662
ENSG00000164645	ENSACAG00000014768	ENSGALG00000005938
ENSG00000151502	ENSACAG00000000967	ENSGALG00000001521
ENSG00000151779	ENSACAG00000010861	ENSGALG00000042614
ENSG00000153930	ENSACAG00000009106	ENSGALG00000003105
ENSG00000204767	ENSACAG00000016094	ENSGALG00000027809
ENSG00000101384	ENSACAG00000001567	ENSGALG00000009020
ENSG00000165264	ENSACAG00000001263	ENSGALG00000002033
ENSG00000108924	ENSACAG00000017417	ENSGALG00000003059
ENSG00000005189	ENSACAG00000009744	ENSGALG00000002239
ENSG00000186088	ENSACAG00000006284	ENSGALG00000008312
ENSG00000179796	ENSACAG00000005952	ENSGALG00000011314
ENSG00000178922	ENSACAG00000013513	ENSGALG00000033943
ENSG00000116030	ENSACAG00000005177	ENSGALG00000008435
ENSG00000077235	ENSACAG00000016474	ENSGALG00000007387
ENSG00000105607	ENSACAG00000008310	ENSGALG00000034917
ENSG00000183726	ENSACAG00000013690	ENSGALG00000043733
ENSG00000087053	ENSACAG00000013555	ENSGALG00000017200
ENSG00000078596	ENSACAG00000000952	ENSGALG00000004107
ENSG00000147138	ENSACAG00000000912	ENSGALG00000004111
ENSG00000106399	ENSACAG00000013055	ENSGALG00000010700
ENSG00000115355	ENSACAG00000003420	ENSGALG00000043587
ENSG00000163545	ENSACAG00000014491	ENSGALG00000036616
ENSG00000009335	ENSACAG00000011224	ENSGALG00000006461
ENSG00000103035	ENSACAG00000003862	ENSGALG00000000707
ENSG00000171763	ENSACAG00000015727	ENSGALG00000005682
ENSG00000159650	ENSACAG00000013744	ENSGALG00000006306
ENSG00000164654	ENSACAG00000013133	ENSGALG00000010699
ENSG00000133800	ENSACAG00000008787	ENSGALG00000005643
ENSG00000170801	ENSACAG00000011912	ENSGALG00000034673
ENSG00000100504	ENSACAG00000013595	ENSGALG00000012365
ENSG00000065518	ENSACAG00000011462	ENSGALG00000027688
ENSG00000213551	ENSACAG00000004330	ENSGALG00000002701
ENSG00000164916	ENSACAG00000017542	ENSGALG00000004460
ENSG00000114279	ENSACAG00000014969	ENSGALG00000036971
ENSG00000136754	ENSACAG00000008110	ENSGALG00000007547
ENSG00000150394	ENSACAG00000014921	ENSGALG00000005319
ENSG00000173120	ENSACAG00000007630	ENSGALG00000041953
ENSG00000159720	ENSACAG00000009818	ENSGALG00000002237
ENSG00000274180	ENSACAG00000001678	ENSGALG00000004745
ENSG00000065600	ENSACAG00000006381	ENSGALG00000009822
ENSG00000158955	ENSACAG00000016690	ENSGALG00000001097
ENSG00000156463	ENSACAG00000013852	ENSGALG00000043904
ENSG00000204928	ENSACAG00000013851	ENSGALG00000045847
ENSG00000185359	ENSACAG00000016808	ENSGALG00000007224
ENSG00000171246	ENSACAG00000015624	ENSGALG00000017418
ENSG00000145545	ENSACAG00000029192	ENSGALG00000013063
ENSG00000106462	ENSACAG00000013910	ENSGALG00000043399
ENSG00000166793	ENSACAG00000007151	ENSGALG00000007374
ENSG00000172409	ENSACAG00000007139	ENSGALG00000007370
ENSG00000120071	ENSACAG00000017346	ENSGALG00000000603
ENSG00000149131	ENSACAG00000007154	ENSGALG00000007381
ENSG00000161654	ENSACAG00000004618	ENSGALG00000039803
ENSG00000108813	ENSACAG00000005126	ENSGALG00000045023
ENSG00000087157	ENSACAG00000016662	ENSGALG00000007181
ENSG00000172292	ENSACAG00000001344	ENSGALG00000010902
ENSG00000184584	ENSACAG00000002140	ENSGALG00000041129
ENSG00000141524	ENSACAG00000016792	ENSGALG00000038875
ENSG00000075945	ENSACAG00000012884	ENSGALG00000021047
ENSG00000105053	ENSACAG00000015284	ENSGALG00000035029
ENSG00000165588	ENSACAG00000011257	ENSGALG00000034889
ENSG00000107669	ENSACAG00000017242	ENSGALG00000009502
ENSG00000158636	ENSACAG00000017081	ENSGALG00000000830
ENSG00000167118	ENSACAG00000010428	ENSGALG00000004971
ENSG00000182362	ENSACAG00000005066	ENSGALG00000027664
ENSG00000121104	ENSACAG00000004992	ENSGALG00000009943
ENSG00000179361	ENSACAG00000015146	ENSGALG00000001376
ENSG00000167114	ENSACAG00000010253	ENSGALG00000004965
ENSG00000185324	ENSACAG00000017200	ENSGALG00000006144
ENSG00000158792	ENSACAG00000022713	ENSGALG00000044991
ENSG00000164406	ENSACAG00000013042	ENSGALG00000034812
ENSG00000070495	ENSACAG00000008488	ENSGALG00000001802
ENSG00000109919	ENSACAG00000009555	ENSGALG00000036196
ENSG00000129038	ENSACAG00000017180	ENSGALG00000028247
ENSG00000085741	ENSACAG00000012725	ENSGALG00000000839
ENSG00000167208	ENSACAG00000014372	ENSGALG00000038374
ENSG00000101076	ENSACAG00000016803	ENSGALG00000004285
ENSG00000119402	ENSACAG00000004495	ENSGALG00000000864
ENSG00000163602	ENSACAG00000014789	ENSGALG00000033025
ENSG00000146411	ENSACAG00000010313	ENSGALG00000013980
ENSG00000164756	ENSACAG00000010841	ENSGALG00000034377
ENSG00000205250	ENSACAG00000028484	ENSGALG00000001722
ENSG00000042088	ENSACAG00000014674	ENSGALG00000010669
ENSG00000197296	ENSACAG00000016778	ENSGALG00000026285
ENSG00000177125	ENSACAG00000004729	ENSGALG00000023407
ENSG00000169155	ENSACAG00000004731	ENSGALG00000000934
ENSG00000132823	ENSACAG00000016744	ENSGALG00000004321
ENSG00000110218	ENSACAG00000014226	ENSGALG00000039751
ENSG00000171533	ENSACAG00000012394	ENSGALG00000007441
ENSG00000108479	ENSACAG00000007236	ENSGALG00000002311
ENSG00000176225	ENSACAG00000011576	ENSGALG00000013745
ENSG00000157131	ENSACAG00000006854	ENSGALG00000010850
ENSG00000078304	ENSACAG00000000098	ENSGALG00000029996
ENSG00000060709	ENSACAG00000014219	ENSGALG00000002579
ENSG00000177303	ENSACAG00000006671	ENSGALG00000008034
ENSG00000196588	ENSACAG00000005348	ENSGALG00000012024
ENSG00000163349	ENSACAG00000002309	ENSGALG00000001939
ENSG00000157216	ENSACAG00000014204	ENSGALG00000010774
ENSG00000074755	ENSACAG00000000711	ENSGALG00000001546
ENSG00000163866	ENSACAG00000013450	ENSGALG00000030261
ENSG00000139323	ENSACAG00000011905	ENSGALG00000035493
ENSG00000105048	ENSACAG00000016780	ENSGALG00000029203
ENSG00000136425	ENSACAG00000008400	ENSGALG00000026674
ENSG00000168385	ENSACAG00000001408	ENSGALG00000005809
ENSG00000117595	ENSACAG00000005931	ENSGALG00000001405
ENSG00000183092	ENSACAG00000013520	ENSGALG00000011236
ENSG00000147669	ENSACAG00000020961	ENSGALG00000036019
ENSG00000169122	ENSACAG00000005308	ENSGALG00000035065
ENSG00000166171	ENSACAG00000029359	ENSGALG00000007731
ENSG00000099331	ENSACAG00000028085	ENSGALG00000003717
ENSG00000109851	ENSACAG00000015625	ENSGALG00000003965
ENSG00000179364	ENSACAG00000013636	ENSGALG00000033328
ENSG00000179299	ENSACAG00000011865	ENSGALG00000014264
ENSG00000180667	ENSACAG00000013857	ENSGALG00000037597
ENSG00000101752	ENSACAG00000007815	ENSGALG00000014974
ENSG00000204952	ENSACAG00000014090	ENSGALG00000019738
ENSG00000130595	ENSACAG00000009622	ENSGALG00000006572
ENSG00000110172	ENSACAG00000014370	ENSGALG00000035461
ENSG00000130921	ENSACAG00000015561	ENSGALG00000029390
ENSG00000111328	ENSACAG00000015551	ENSGALG00000034919
ENSG00000152404	ENSACAG00000010946	ENSGALG00000017171
ENSG00000196878	ENSACAG00000005756	ENSGALG00000001343
ENSG00000135749	ENSACAG00000000765	ENSGALG00000011013
ENSG00000105996	ENSACAG00000010430	ENSGALG00000040521
ENSG00000129993	ENSACAG00000013152	ENSGALG00000032410
ENSG00000267534	ENSACAG00000004177	ENSGALG00000046048
ENSG00000148835	ENSACAG00000004756	ENSGALG00000008241
ENSG00000174371	ENSACAG00000003422	ENSGALG00000010748
ENSG00000123191	ENSACAG00000016831	ENSGALG00000017021
ENSG00000107651	ENSACAG00000017131	ENSGALG00000009466
ENSG00000273559	ENSACAG00000013140	ENSGALG00000001624
ENSG00000144935	ENSACAG00000004701	ENSGALG00000002639
ENSG00000119681	ENSACAG00000016494	ENSGALG00000010258
ENSG00000116711	ENSACAG00000001864	ENSGALG00000005065
ENSG00000138073	ENSACAG00000012972	ENSGALG00000029369
ENSG00000165816	ENSACAG00000009833	ENSGALG00000008980
ENSG00000185760	ENSACAG00000004273	ENSGALG00000037249
ENSG00000104313	ENSACAG00000014609	ENSGALG00000043033
ENSG00000113504	ENSACAG00000014799	ENSGALG00000042396
ENSG00000172602	ENSACAG00000026434	ENSGALG00000037925
ENSG00000169371	ENSACAG00000004036	ENSGALG00000029537
ENSG00000173517	ENSACAG00000011547	ENSGALG00000002759
ENSG00000087470	ENSACAG00000012376	ENSGALG00000012929
ENSG00000100726	ENSACAG00000014677	ENSGALG00000009297
ENSG00000012660	ENSACAG00000008501	ENSGALG00000016314
ENSG00000166477	ENSACAG00000001840	ENSGALG00000004696
ENSG00000171603	ENSACAG00000013206	ENSGALG00000002606
ENSG00000165698	ENSACAG00000004338	ENSGALG00000003509
ENSG00000175182	ENSACAG00000002314	ENSGALG00000029795
ENSG00000161021	ENSACAG00000016211	ENSGALG00000005929
ENSG00000064115	ENSACAG00000012262	ENSGALG00000014085
ENSG00000138835	ENSACAG00000001107	ENSGALG00000008881
ENSG00000198056	ENSACAG00000027805	ENSGALG00000041973
ENSG00000119862	ENSACAG00000001605	ENSGALG00000027096
ENSG00000204899	ENSACAG00000000618	ENSGALG00000016932
ENSG00000115604	ENSACAG00000007402	ENSGALG00000040621
ENSG00000118197	ENSACAG00000006225	ENSGALG00000002164
ENSG00000175115	ENSACAG00000003679	ENSGALG00000008567
ENSG00000068120	ENSACAG00000017967	ENSGALG00000028866
ENSG00000102900	ENSACAG00000007566	ENSGALG00000003010
ENSG00000278845	ENSACAG00000007343	ENSGALG00000038109
ENSG00000101246	ENSACAG00000013752	ENSGALG00000006101
ENSG00000165996	ENSACAG00000028468	ENSGALG00000008659
ENSG00000071967	ENSACAG00000016643	ENSGALG00000030703
ENSG00000243509	ENSACAG00000012237	ENSGALG00000006106
ENSG00000163888	ENSACAG00000001331	ENSGALG00000045574
ENSG00000106536	ENSACAG00000026128	ENSGALG00000031713
ENSG00000168309	ENSACAG00000011413	ENSGALG00000007139
ENSG00000118503	ENSACAG00000016855	ENSGALG00000013861
ENSG00000154380	ENSACAG00000005736	ENSGALG00000009303
ENSG00000100156	ENSACAG00000008525	ENSGALG00000036897
ENSG00000146072	ENSACAG00000013394	ENSGALG00000016719
ENSG00000167863	ENSACAG00000006092	ENSGALG00000007926
ENSG00000180901	ENSACAG00000006112	ENSGALG00000007934
ENSG00000109089	ENSACAG00000005998	ENSGALG00000026295
ENSG00000162676	ENSACAG00000004498	ENSGALG00000043650
ENSG00000166012	ENSACAG00000014587	ENSGALG00000017220
ENSG00000178695	ENSACAG00000026026	ENSGALG00000033816
ENSG00000142039	ENSACAG00000003849	ENSGALG00000032223
ENSG00000198492	ENSACAG00000010846	ENSGALG00000034831
ENSG00000090989	ENSACAG00000009187	ENSGALG00000013778
ENSG00000169031	ENSACAG00000004217	ENSGALG00000038612
ENSG00000105329	ENSACAG00000023287	ENSGALG00000031325
ENSG00000091490	ENSACAG00000014494	ENSGALG00000039549
ENSG00000103034	ENSACAG00000001860	ENSGALG00000043662
ENSG00000188316	ENSACAG00000010140	ENSGALG00000009254
ENSG00000088325	ENSACAG00000011291	ENSGALG00000006267
ENSG00000204131	ENSACAG00000023962	ENSGALG00000028506
ENSG00000105220	ENSACAG00000001111	ENSGALG00000004956
